city,cityLabel,countryLabel,population,image,article
"http://www.wikidata.org/entity/Q42900680","Ålesund","Norge","52163","http://commons.wikimedia.org/wiki/Special:FilePath/%22Alesund%20ist%20ber%C3%BChmt%20f%C3%BCr%20seine%20Jugendstilarchitektur%22.%2014.jpg","https://no.wikipedia.org/wiki/%C3%85lesund_(by)"
"http://www.wikidata.org/entity/Q190583","S:t Michel","Finland","51919","http://commons.wikimedia.org/wiki/Special:FilePath/Mikkeli%20-%20Mikkeli%20Cathedral%20-%2020180122122236.jpg","https://no.wikipedia.org/wiki/Sankt_Michel"
"http://www.wikidata.org/entity/Q193367","Borgå","Finland","51464","http://commons.wikimedia.org/wiki/Special:FilePath/The%20Red%20Wooden%20Warehouses%20of%20Porvoo.jpg","https://no.wikipedia.org/wiki/Borg%C3%A5"
"http://www.wikidata.org/entity/Q27393","Herning","Danmark","51312","http://commons.wikimedia.org/wiki/Special:FilePath/Herning%20-%20udsigt%20mod%20nord.jpg","https://no.wikipedia.org/wiki/Herning"
"http://www.wikidata.org/entity/Q21180","Silkeborg","Danmark","50866","http://commons.wikimedia.org/wiki/Special:FilePath/970%20Silkeborg%20station%20og%20langs%C3%B8.jpg","https://no.wikipedia.org/wiki/Silkeborg"
"http://www.wikidata.org/entity/Q12375138","Skien","Norge","50607","http://commons.wikimedia.org/wiki/Special:FilePath/Skien%20-%20town%20centre%20%28east-west%29.jpg","https://no.wikipedia.org/wiki/Skien_(by)"
"http://www.wikidata.org/entity/Q192155","Kotka","Finland","50477","http://commons.wikimedia.org/wiki/Special:FilePath/Kotkan%20kirkko%20Haukkavuorelta.JPG","https://no.wikipedia.org/wiki/Kotka"
"http://www.wikidata.org/entity/Q26268","Luleå","Sverige","49646","http://commons.wikimedia.org/wiki/Special:FilePath/Lulea-city-festival-water.jpg","https://no.wikipedia.org/wiki/Lule%C3%A5"
"http://www.wikidata.org/entity/Q13100072","Sandefjord","Norge","48835","http://commons.wikimedia.org/wiki/Special:FilePath/Sandefjord%20kirke1.JPG","https://no.wikipedia.org/wiki/Sandefjord_(by)"
"http://www.wikidata.org/entity/Q26881","Helsingör","Danmark","47364","http://commons.wikimedia.org/wiki/Special:FilePath/2512-Elseneur.jpg","https://no.wikipedia.org/wiki/Helsing%C3%B8r"
"http://www.wikidata.org/entity/Q10518562","Haugesund","Norge","47346","http://commons.wikimedia.org/wiki/Special:FilePath/Haraldsgata%205844.JPG","https://no.wikipedia.org/wiki/Haugesund_(by)"
"http://www.wikidata.org/entity/Q208293","Träskända","Finland","46490","http://commons.wikimedia.org/wiki/Special:FilePath/Sibeliuksenkatu%20street%20in%20J%C3%A4rvenp%C3%A4%C3%A4%2C%20Uusimaa%2C%20Finland%2C%202022%20July.jpg","https://no.wikipedia.org/wiki/Tr%C3%A4sk%C3%A4nda"
"http://www.wikidata.org/entity/Q21178","Næstved","Danmark","44996","http://commons.wikimedia.org/wiki/Special:FilePath/Tuesens%20Badstue%2C%20N%C3%A6stved.JPG","https://no.wikipedia.org/wiki/N%C3%A6stved"
"http://www.wikidata.org/entity/Q39383","Bodø","Norge","43504","http://commons.wikimedia.org/wiki/Special:FilePath/Bod%C3%B8%202006.jpg","https://no.wikipedia.org/wiki/Bod%C3%B8_(tettsted)"
"http://www.wikidata.org/entity/Q21181","Fredericia","Danmark","41243","http://commons.wikimedia.org/wiki/Special:FilePath/Christianskirken%20Fredericia.JPG","https://no.wikipedia.org/wiki/Fredericia"
"http://www.wikidata.org/entity/Q26937","Kristianstad","Sverige","41198","http://commons.wikimedia.org/wiki/Special:FilePath/Kristianstad%20070628-1.JPG","https://no.wikipedia.org/wiki/Kristianstad"
"http://www.wikidata.org/entity/Q21176","Viborg","Danmark","41079","http://commons.wikimedia.org/wiki/Special:FilePath/Viborg%20seen%20from%20S%C3%B8nders%C3%B8%202012-05-28%20cropped.jpg","https://no.wikipedia.org/wiki/Viborg"
"http://www.wikidata.org/entity/Q163852","Kópavogur","Island","40040","http://commons.wikimedia.org/wiki/Special:FilePath/K%C3%B3pavogur%20Sm%C3%A1rinn.JPG","https://no.wikipedia.org/wiki/K%C3%B3pavogur"
"http://www.wikidata.org/entity/Q42328401","Tromsø","Norge","38980","http://commons.wikimedia.org/wiki/Special:FilePath/Troms%C3%B8%20sentrum%20%285835702754%29.jpg","https://no.wikipedia.org/wiki/Troms%C3%B8_(by)"
"http://www.wikidata.org/entity/Q21184","Køge","Danmark","38588","http://commons.wikimedia.org/wiki/Special:FilePath/K%C3%B8ge%20-%20Kirkestr%C3%A6de.jpg","https://no.wikipedia.org/wiki/K%C3%B8ge"
"http://www.wikidata.org/entity/Q21168","Varberg","Sverige","38575","http://commons.wikimedia.org/wiki/Special:FilePath/Varbergs%20torg.jpg","https://no.wikipedia.org/wiki/Varberg"
"http://www.wikidata.org/entity/Q27678","Holstebro","Danmark","37220","http://commons.wikimedia.org/wiki/Special:FilePath/HolstebroSygehus.jpg","https://no.wikipedia.org/wiki/Holstebro"
"http://www.wikidata.org/entity/Q27425","Hillerød","Danmark","36043","http://commons.wikimedia.org/wiki/Special:FilePath/Hiller%C3%B8d%20105.jpg","https://no.wikipedia.org/wiki/Hiller%C3%B8d"
"http://www.wikidata.org/entity/Q27447","Uddevalla","Sverige","35639","http://commons.wikimedia.org/wiki/Special:FilePath/Centre%20of%20Uddevalla.jpg","https://no.wikipedia.org/wiki/Uddevalla"
"http://www.wikidata.org/entity/Q683512","Nyslott","Finland","31842","http://commons.wikimedia.org/wiki/Special:FilePath/View%20at%20the%20Savonlinnas%20Cathedral.jpg","https://no.wikipedia.org/wiki/Nyslott"
"http://www.wikidata.org/entity/Q103725","Hafnarfjörður","Island","31525","http://commons.wikimedia.org/wiki/Special:FilePath/Hafnarfj%C3%B6r%C3%B0urHarbourView.JPG","https://no.wikipedia.org/wiki/Hafnarfj%C3%B6r%C3%B0ur"
"http://www.wikidata.org/entity/Q3738335","Hamar","Norge","30535","http://commons.wikimedia.org/wiki/Special:FilePath/Hamar%20from%20air.jpg","https://no.wikipedia.org/wiki/Hamar_(by)"
"http://www.wikidata.org/entity/Q5420717","Gjøvik","Norge","30176","http://commons.wikimedia.org/wiki/Special:FilePath/Gj%C3%B8vik%20sett%20fra%20Nordlia.jpg","https://no.wikipedia.org/wiki/Gj%C3%B8vik_(tettsted)"
"http://www.wikidata.org/entity/Q54766","Falkenberg","Sverige","29671","http://commons.wikimedia.org/wiki/Special:FilePath/Grand%20Hotell%20Tullbron%20Falkenberg.jpg","https://no.wikipedia.org/wiki/Falkenberg"
"http://www.wikidata.org/entity/Q2054961","Partille","Sverige","29444","http://commons.wikimedia.org/wiki/Special:FilePath/Partille%20herrg%C3%A5rd.jpg","https://no.wikipedia.org/wiki/Partille"
"http://www.wikidata.org/entity/Q988275","Lerum","Sverige","28789","http://commons.wikimedia.org/wiki/Special:FilePath/En%20gammal%20stenbro%20%C3%B6ver%20S%C3%A4ve%C3%A5n%2C%20vid%20Brobacken%20i%20Lerum%2C%20den%2021%20juni%202006.JPG","https://no.wikipedia.org/wiki/Lerum_(Sverige)"
"http://www.wikidata.org/entity/Q54743","Alingsås","Sverige","27895","http://commons.wikimedia.org/wiki/Special:FilePath/Bysten%20av%20Jonas%20Alstr%C3%B6mer%20p%C3%A5%20Stora%20torget%20i%20Alings%C3%A5s%2C%20den%208%20maj%202006.%20Den%20uppf%C3%B6rdes%20av%20Aron%20Sandberg%20och%20invigdes%20den%202%20juni%201905.JPG","https://no.wikipedia.org/wiki/Alings%C3%A5s"
"http://www.wikidata.org/entity/Q21179","Sønderborg","Danmark","27595","http://commons.wikimedia.org/wiki/Special:FilePath/S%C3%B8nderborg-townscape.jpg","https://no.wikipedia.org/wiki/S%C3%B8nderborg"
"http://www.wikidata.org/entity/Q28031","Svendborg","Danmark","27210","http://commons.wikimedia.org/wiki/Special:FilePath/Svendborg.3.jpg","https://no.wikipedia.org/wiki/Svendborg"
"http://www.wikidata.org/entity/Q21185","Hjørring","Danmark","25917","http://commons.wikimedia.org/wiki/Special:FilePath/Springvandspladsen%2C%20Hj%C3%B8rring%202004%203%20ubt.jpg","https://no.wikipedia.org/wiki/Hj%C3%B8rring"
"http://www.wikidata.org/entity/Q990999","Jessheim","Norge","25469","http://commons.wikimedia.org/wiki/Special:FilePath/JESSHEIM%20Ullensaker%2C%20Norway.%20Gotaasallen%20Herredshuset%20%28Holger%20Sinding-Larsen%201901%29%20former%20municipal%20building%20Ringveien%20Stasjon%20Railway%20station%20streets%20Bird%27s-eye%20view%20Winter%20snow%20etc%202023-02-24%20IMG%209379.jpg","https://no.wikipedia.org/wiki/Jessheim"
"http://www.wikidata.org/entity/Q28374","Kungsbacka","Sverige","24071","http://commons.wikimedia.org/wiki/Special:FilePath/Stefkubaktorg.jpg","https://no.wikipedia.org/wiki/Kungsbacka"
"http://www.wikidata.org/entity/Q27452","Frederikshavn","Danmark","23501","http://commons.wikimedia.org/wiki/Special:FilePath/Frederikshavn%20Kirke%202005%20ubt.jpg","https://no.wikipedia.org/wiki/Frederikshavn"
"http://www.wikidata.org/entity/Q170693","Keflavik","Island","23329","http://commons.wikimedia.org/wiki/Special:FilePath/20190621%20CPH-KEF%207364%20%2848453776572%29.jpg","https://no.wikipedia.org/wiki/Keflav%C3%ADk"
"http://www.wikidata.org/entity/Q10587563","Molde","Norge","22666","http://commons.wikimedia.org/wiki/Special:FilePath/View%20of%20Molde%20church.jpg","https://no.wikipedia.org/wiki/Molde_(tettsted)"
"http://www.wikidata.org/entity/Q263877","Huskvarna","Sverige","22000","http://commons.wikimedia.org/wiki/Special:FilePath/Huskvarna%20Outlook.jpg","https://no.wikipedia.org/wiki/Huskvarna"
"http://www.wikidata.org/entity/Q1034159","Harstad","Norge","21602","http://commons.wikimedia.org/wiki/Special:FilePath/Harstad%20Wikipedia%20CreativeCommons%20v2%20SteveNilsen%2001.jpg","https://no.wikipedia.org/wiki/Harstad_(by)"
"http://www.wikidata.org/entity/Q54771","Värnamo","Sverige","20273","http://commons.wikimedia.org/wiki/Special:FilePath/V%C3%A4rnamo%20Marktplatz.JPG","https://no.wikipedia.org/wiki/V%C3%A4rnamo"
"http://www.wikidata.org/entity/Q1019470","Skive","Danmark","20176","http://commons.wikimedia.org/wiki/Special:FilePath/Skive%20Lystb%C3%A5dehavn.JPG","https://no.wikipedia.org/wiki/Skive_(by)"
"http://www.wikidata.org/entity/Q186142","Garðabær","Island","20116","http://commons.wikimedia.org/wiki/Special:FilePath/Gar%C3%B0ab%C3%A6r.jpg","https://no.wikipedia.org/wiki/Gar%C3%B0ab%C3%A6r"
"http://www.wikidata.org/entity/Q29042","Akureyri","Island","20050","http://commons.wikimedia.org/wiki/Special:FilePath/Akureyri-08-Panorama-2018-gje.jpg","https://no.wikipedia.org/wiki/Akureyri"
"http://www.wikidata.org/entity/Q847665","Hässleholm","Sverige","19760","http://commons.wikimedia.org/wiki/Special:FilePath/H%C3%A4ssleholm%20Center.JPG","https://no.wikipedia.org/wiki/H%C3%A4ssleholm"
"http://www.wikidata.org/entity/Q503379","Skanderborg","Danmark","18659","http://commons.wikimedia.org/wiki/Special:FilePath/Skanderborg%20Slotskirke.jpg","https://no.wikipedia.org/wiki/Skanderborg"
"http://www.wikidata.org/entity/Q174126","Köping","Sverige","18605","http://commons.wikimedia.org/wiki/Special:FilePath/K%C3%B6ping%2C%20Sweden.JPG","https://no.wikipedia.org/wiki/K%C3%B6ping"
"http://www.wikidata.org/entity/Q865925","Hønefoss","Norge","17251","http://commons.wikimedia.org/wiki/Special:FilePath/Honefoss%20Stabells%20gate.jpg","https://no.wikipedia.org/wiki/H%C3%B8nefoss"
"http://www.wikidata.org/entity/Q24231","Nakskov","Danmark","16639","http://commons.wikimedia.org/wiki/Special:FilePath/Nakskov%20-%20udsigten%20fra%20havnen.jpg","https://no.wikipedia.org/wiki/Nakskov"
"http://www.wikidata.org/entity/Q986435","Nykøbing Falster","Danmark","16405","http://commons.wikimedia.org/wiki/Special:FilePath/Nyk%C3%B8bing%20waterfront.jpg","https://no.wikipedia.org/wiki/Nyk%C3%B8bing_Falster"
"http://www.wikidata.org/entity/Q3366952","Alta","Norge","16382","http://commons.wikimedia.org/wiki/Special:FilePath/Bilde-Alta%20boligomraade.jpg","https://no.wikipedia.org/wiki/Alta_(by)"
"http://www.wikidata.org/entity/Q1021277","Ikast","Danmark","15979","http://commons.wikimedia.org/wiki/Special:FilePath/View%20of%20the%20town%20of%20Ikast%2C%20Midtjylland%2C%20Denmark.jpg","https://no.wikipedia.org/wiki/Ikast"
"http://www.wikidata.org/entity/Q154897","Åbenrå","Danmark","15967","http://commons.wikimedia.org/wiki/Special:FilePath/Aabenraa%20-%20Storegade.JPG","https://no.wikipedia.org/wiki/Aabenraa"
"http://www.wikidata.org/entity/Q755703","Askim","Norge","15629","http://commons.wikimedia.org/wiki/Special:FilePath/Askim%20sentrum.jpg","https://no.wikipedia.org/wiki/Askim_(tettsted)"
"http://www.wikidata.org/entity/Q3619316","Grenå","Danmark","14765","http://commons.wikimedia.org/wiki/Special:FilePath/Grenaa%20church.JPG","https://no.wikipedia.org/wiki/Grenaa"
"http://www.wikidata.org/entity/Q59101","Narvik","Norge","14199","http://commons.wikimedia.org/wiki/Special:FilePath/Norway%20Narvik%203.jpg","https://no.wikipedia.org/wiki/Narvik"
"http://www.wikidata.org/entity/Q690062","Rønne","Danmark","13759","http://commons.wikimedia.org/wiki/Special:FilePath/R%C3%B8nne%20Bornholm%20-%2052568086465.jpg","https://no.wikipedia.org/wiki/R%C3%B8nne"
"http://www.wikidata.org/entity/Q995369","Lomma","Sverige","13699","http://commons.wikimedia.org/wiki/Special:FilePath/Sm%C3%A5b%C3%A5tshamnen%20i%20Lomma%E2%80%93flygbild%2006%20september%202014.jpg","https://no.wikipedia.org/wiki/Lomma_(Sverige)"
"http://www.wikidata.org/entity/Q369863","Svedala","Sverige","13433","http://commons.wikimedia.org/wiki/Special:FilePath/Storgatan%2C%20Svedala.jpg","https://no.wikipedia.org/wiki/Svedala"
"http://www.wikidata.org/entity/Q1796191","Frederiksværk","Danmark","12815","http://commons.wikimedia.org/wiki/Special:FilePath/Frederiksv%C3%A6rk%20-%20ved%20kanalen.jpg","https://no.wikipedia.org/wiki/Frederiksv%C3%A6rk"
"http://www.wikidata.org/entity/Q2608258","Vordingborg","Danmark","11747","http://commons.wikimedia.org/wiki/Special:FilePath/Vordingborg%20-%20udsigt%20over%20byen.jpg","https://no.wikipedia.org/wiki/Vordingborg"
"http://www.wikidata.org/entity/Q1780577","Førde","Norge","10922","http://commons.wikimedia.org/wiki/Special:FilePath/Frahafstadfjellet.jpg","https://no.wikipedia.org/wiki/F%C3%B8rde"
"http://www.wikidata.org/entity/Q1310876","Hokksund","Norge","9884","http://commons.wikimedia.org/wiki/Special:FilePath/Ovre%20Eiker%20council%20offices.jpg","https://no.wikipedia.org/wiki/Hokksund"
"http://www.wikidata.org/entity/Q192898","Selfoss","Island","9812","http://commons.wikimedia.org/wiki/Special:FilePath/Selfoss%200722.jpg","https://no.wikipedia.org/wiki/Selfoss"
"http://www.wikidata.org/entity/Q1020010","Florø","Norge","9102","http://commons.wikimedia.org/wiki/Special:FilePath/Flor%C3%B8%20by%20night2.JPG","https://no.wikipedia.org/wiki/Flor%C3%B8"
"http://www.wikidata.org/entity/Q107398","Akranes","Island","8285","http://commons.wikimedia.org/wiki/Special:FilePath/Akranes%20loftmynd.jpg","https://no.wikipedia.org/wiki/Akranes"
"http://www.wikidata.org/entity/Q721374","Hammerfest","Norge","8010","http://commons.wikimedia.org/wiki/Special:FilePath/Hammerfest%20Juni%202005.jpg","https://no.wikipedia.org/wiki/Hammerfest_(by)"
"http://www.wikidata.org/entity/Q927096","Bromölla","Sverige","7905","http://commons.wikimedia.org/wiki/Special:FilePath/Bromolladinosaurmonument06060005.jpg","https://no.wikipedia.org/wiki/Brom%C3%B6lla"
"http://www.wikidata.org/entity/Q995431","Olofström","Sverige","7628","http://commons.wikimedia.org/wiki/Special:FilePath/Olofstroem.jpg","https://no.wikipedia.org/wiki/Olofstr%C3%B6m"
"http://www.wikidata.org/entity/Q3547421","Fåborg","Danmark","7178","http://commons.wikimedia.org/wiki/Special:FilePath/T%C3%A5rngade%2C%20Faaborg%202021.jpg","https://no.wikipedia.org/wiki/Faaborg"
"http://www.wikidata.org/entity/Q109494","Odda kommun","Norge","6930","http://commons.wikimedia.org/wiki/Special:FilePath/ODDA.JPG","https://no.wikipedia.org/wiki/Odda_(kommune)"
"http://www.wikidata.org/entity/Q1004686","Sandnessjøen","Norge","6110","http://commons.wikimedia.org/wiki/Special:FilePath/Sandnessj%C3%B8en.jpg","https://no.wikipedia.org/wiki/Sandnessj%C3%B8en"
"http://www.wikidata.org/entity/Q214057","Seltjarnarnes","Island","4585","http://commons.wikimedia.org/wiki/Special:FilePath/Gr%C3%B3tta.JPG","https://no.wikipedia.org/wiki/Seltjarnarnes"
"http://www.wikidata.org/entity/Q893554","Borgholm","Sverige","4280","http://commons.wikimedia.org/wiki/Special:FilePath/Borgholm.JPG","https://no.wikipedia.org/wiki/Borgholm"
"http://www.wikidata.org/entity/Q12004287","Svelvik","Norge","4193","http://commons.wikimedia.org/wiki/Special:FilePath/Svelvik%2020080718.jpg","https://no.wikipedia.org/wiki/Svelvik"
"http://www.wikidata.org/entity/Q893528","Borgarbyggð","Island","4102","http://commons.wikimedia.org/wiki/Special:FilePath/Borgarnes02.jpg","https://no.wikipedia.org/wiki/Borgarbygg%C3%B0"
"http://www.wikidata.org/entity/Q209423","Kirkenes","Norge","3424","http://commons.wikimedia.org/wiki/Special:FilePath/Kirkenes%2C%20with%20a%20foggy%20Varangerfjord.jpg","https://no.wikipedia.org/wiki/Kirkenes"
"http://www.wikidata.org/entity/Q1025701","Hveragerði","Island","3300","http://commons.wikimedia.org/wiki/Special:FilePath/Iceland2009-Oct-Hverager%C3%B0i.JPG","https://no.wikipedia.org/wiki/Hverager%C3%B0i"
"http://www.wikidata.org/entity/Q991201","Rjukan","Norge","3012","http://commons.wikimedia.org/wiki/Special:FilePath/Rjukan%20panorama%20IMG%200052.JPG","https://no.wikipedia.org/wiki/Rjukan"
"http://www.wikidata.org/entity/Q2042136","Tvedestrand","Norge","2891","http://commons.wikimedia.org/wiki/Special:FilePath/Norway%20Aust-Agder%20Tvedestrand%20Pier%202000.jpg","https://no.wikipedia.org/wiki/Tvedestrand_(tettsted)"
"http://www.wikidata.org/entity/Q106896","Ísafjörður","Island","2620","http://commons.wikimedia.org/wiki/Special:FilePath/Isafjordur.jpg","https://no.wikipedia.org/wiki/%C3%8Dsafj%C3%B6r%C3%B0ur"
"http://www.wikidata.org/entity/Q14453","Egilsstaðir","Island","2572","http://commons.wikimedia.org/wiki/Special:FilePath/Egilssta%C3%B0ir%202023.jpg","https://no.wikipedia.org/wiki/Egilssta%C3%B0ir"
"http://www.wikidata.org/entity/Q139045","Álftanes","Island","2523","http://commons.wikimedia.org/wiki/Special:FilePath/AH090427c-9107%20Alfh%C3%B3ll.jpg","https://no.wikipedia.org/wiki/%C3%81lftanes"
"http://www.wikidata.org/entity/Q219417","Húsavík","Island","2508","http://commons.wikimedia.org/wiki/Special:FilePath/Husavik%20Iceland%202005%201.JPG","https://no.wikipedia.org/wiki/H%C3%BAsav%C3%ADk"
"http://www.wikidata.org/entity/Q271083","Åndalsnes","Norge","2498","http://commons.wikimedia.org/wiki/Special:FilePath/%C3%85ndalsnes.jpg","https://no.wikipedia.org/wiki/%C3%85ndalsnes"
"http://www.wikidata.org/entity/Q2449403","Brekstad","Norge","2495","http://commons.wikimedia.org/wiki/Special:FilePath/Brekstad.JPG","https://no.wikipedia.org/wiki/Brekstad"
"http://www.wikidata.org/entity/Q493472","Honningsvåg","Norge","2261","http://commons.wikimedia.org/wiki/Special:FilePath/Honningsv%C3%A5g%202013%2006%2009%203507%20%2810319264275%29.jpg","https://no.wikipedia.org/wiki/Honningsv%C3%A5g"
"http://www.wikidata.org/entity/Q276537","Borgarnes","Island","2181","http://commons.wikimedia.org/wiki/Special:FilePath/Borgarnes%202023%20C.jpg","https://no.wikipedia.org/wiki/Borgarnes"
"http://www.wikidata.org/entity/Q2832251","Fagernes","Norge","1990","http://commons.wikimedia.org/wiki/Special:FilePath/Fagernes%2C%20Nord-Aurdal.JPG","https://no.wikipedia.org/wiki/Fagernes"
